source_ip,destination_ip,destination_port,protocol,bytes_in,bytes_out,action,timestamp,connection_count,label,request_uri,user_agent
192.168.7.241,192.168.3.118,53,UDP,375,1655,ALLOW,2025-09-25T13:09:23.700834Z,5,normal,,
192.168.9.224,192.168.10.151,443,UDP,302,162,ALLOW,2025-09-27T22:52:43.700834Z,3,normal,,
192.168.9.52,192.168.7.10,22,TCP,949,241,ALLOW,2025-09-28T19:56:14.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,701,403,ALLOW,2025-09-27T02:09:05.714579Z,2,sql_injection,/search.php?q='; DROP TABLE users; --,Python-urllib/3.8
192.168.1.159,192.168.4.26,443,TCP,573,421,ALLOW,2025-09-26T19:07:21.700834Z,4,normal,,
192.168.3.148,192.168.8.83,53,TCP,561,333,ALLOW,2025-09-24T06:16:48.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,76,55,ALLOW,2025-09-25T02:39:24.716190Z,27,brute_force,,
192.168.10.151,192.168.6.135,22,TCP,422,191,ALLOW,2025-09-25T03:19:40.700834Z,1,normal,,
192.168.5.121,192.168.7.10,443,UDP,593,308,ALLOW,2025-09-23T19:27:36.700834Z,4,normal,,
41.203.175.109,192.168.5.71,80,HTTP,255,237,DROP,2025-09-27T02:03:38.714579Z,4,sql_injection,/product.php?id=1 UNION SELECT password FROM users,sqlmap/1.4.12
192.168.7.10,192.168.2.251,80,TCP,2159,734,ALLOW,2025-09-24T14:53:54.700834Z,1,normal,,
192.168.1.182,192.168.7.115,80,TCP,2025,211,ALLOW,2025-09-26T16:08:14.700834Z,1,normal,,
18.12.170.59,192.168.2.251,100,TCP,24,28,DROP,2025-09-24T02:05:36.713227Z,1,port_scan,,
192.168.8.73,192.168.9.70,443,TCP,637,90,ALLOW,2025-09-27T11:09:28.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,88,43,DENY,2025-09-25T02:09:58.716190Z,17,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,186,66,ALLOW,2025-09-25T02:00:16.716190Z,24,brute_force,,
192.168.10.151,192.168.8.72,22,TCP,391,369,ALLOW,2025-09-28T13:46:11.700834Z,1,normal,,
192.168.4.58,192.168.9.70,443,TCP,4345,1005,ALLOW,2025-09-25T09:40:11.700834Z,2,normal,,
192.168.5.145,192.168.9.124,53,TCP,204,24,ALLOW,2025-09-22T21:38:53.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,508,257,ALLOW,2025-09-27T02:29:55.714579Z,3,sql_injection,/search.php?q='; DROP TABLE users; --,Mozilla/5.0 (compatible; sqlmap)
137.187.63.42,192.168.2.73,22,SSH,96,88,DROP,2025-09-25T02:53:44.716190Z,32,brute_force,,
192.168.4.192,192.168.8.73,22,TCP,669,433,ALLOW,2025-09-22T20:29:01.700834Z,5,normal,,
192.168.9.179,192.168.4.160,443,TCP,861,296,ALLOW,2025-09-26T19:05:16.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,123,91,DROP,2025-09-25T03:16:28.716190Z,19,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,82,86,DROP,2025-09-25T02:33:36.716190Z,40,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,70,0,DROP,2025-09-26T01:55:28.712017Z,91,dos_attack,,
192.168.6.24,192.168.1.68,53,TCP,122,217,ALLOW,2025-09-22T02:14:53.700834Z,3,normal,,
192.168.6.122,192.168.9.70,22,UDP,209,90,ALLOW,2025-09-27T15:56:36.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,125,69,ALLOW,2025-09-25T02:18:16.716190Z,36,brute_force,,
192.168.7.10,192.168.3.118,443,TCP,646,24,ALLOW,2025-09-26T06:07:31.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,6,0,ALLOW,2025-09-26T01:55:08.712017Z,55,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,964,468,ALLOW,2025-09-27T02:21:33.714579Z,3,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
192.168.6.205,192.168.3.81,80,UDP,4901,1895,ALLOW,2025-09-26T17:48:01.700834Z,4,normal,,
192.168.2.191,192.168.9.206,443,TCP,335,1062,ALLOW,2025-09-26T16:14:23.700834Z,2,normal,,
192.168.5.181,192.168.8.218,443,TCP,2199,1620,ALLOW,2025-09-24T17:20:16.700834Z,2,normal,,
192.168.7.115,192.168.8.64,22,TCP,833,494,ALLOW,2025-09-23T03:02:51.700834Z,1,normal,,
192.168.1.140,192.168.9.35,22,TCP,524,364,ALLOW,2025-09-22T08:28:23.700834Z,5,normal,,
192.168.2.227,192.168.9.203,22,TCP,765,243,ALLOW,2025-09-22T21:06:30.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,151,99,ALLOW,2025-09-25T02:14:54.716190Z,14,brute_force,,
192.168.10.27,192.168.3.27,443,TCP,362,127,ALLOW,2025-09-28T17:19:46.700834Z,2,normal,,
192.168.3.27,192.168.4.24,53,UDP,786,399,ALLOW,2025-09-28T14:41:11.700834Z,3,normal,,
18.12.170.59,192.168.2.251,480,TCP,30,7,REJECT,2025-09-24T01:54:54.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,10,0,DROP,2025-09-26T02:11:36.712017Z,130,dos_attack,,
192.168.3.27,192.168.5.121,443,TCP,3619,1272,ALLOW,2025-09-22T17:00:31.700834Z,4,normal,,
192.168.8.64,192.168.8.72,53,TCP,375,384,ALLOW,2025-09-26T20:41:24.700834Z,4,normal,,
192.168.5.112,91.54.172.69,21,TCP,249,29205,ALLOW,2025-09-28T03:07:04.715521Z,2,data_exfiltration,,
41.179.109.88,192.168.5.121,443,TCP,30,0,DROP,2025-09-26T01:57:01.712017Z,106,dos_attack,,
192.168.6.122,192.168.10.27,22,TCP,402,103,ALLOW,2025-09-28T18:26:19.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,196,69,DENY,2025-09-25T02:41:13.716190Z,34,brute_force,,
192.168.4.85,192.168.10.162,80,TCP,1548,1190,ALLOW,2025-09-22T12:19:52.700834Z,2,normal,,
41.203.175.109,192.168.5.71,80,HTTP,503,492,ALLOW,2025-09-27T03:47:40.714579Z,9,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Mozilla/5.0 (compatible; sqlmap)
192.168.9.245,192.168.2.31,22,TCP,784,236,ALLOW,2025-09-27T02:08:05.700834Z,5,normal,,
192.168.9.70,192.168.5.112,22,TCP,145,355,ALLOW,2025-09-24T00:09:23.700834Z,3,normal,,
192.168.5.112,91.54.172.69,22,TCP,440,36546,ALLOW,2025-09-28T04:17:04.715521Z,1,data_exfiltration,,
41.179.109.88,192.168.5.121,443,TCP,9,0,DROP,2025-09-26T01:52:04.712017Z,169,dos_attack,,
192.168.9.224,192.168.2.191,443,UDP,684,472,ALLOW,2025-09-27T19:10:43.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,88,62,DROP,2025-09-25T01:58:40.716190Z,21,brute_force,,
192.168.9.124,192.168.1.163,443,TCP,3030,1950,ALLOW,2025-09-22T15:06:31.700834Z,3,normal,,
192.168.8.49,192.168.10.198,80,TCP,4154,1273,ALLOW,2025-09-22T16:34:19.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,133,60,DROP,2025-09-25T01:55:02.716190Z,23,brute_force,,
192.168.5.138,192.168.8.64,443,TCP,597,1927,ALLOW,2025-09-23T14:12:33.700834Z,1,normal,,
18.12.170.59,192.168.2.251,880,TCP,39,23,REJECT,2025-09-24T01:54:15.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,530,TCP,2,18,DROP,2025-09-24T02:04:07.713227Z,1,port_scan,,
192.168.8.138,192.168.7.10,443,TCP,2972,1813,ALLOW,2025-09-24T14:58:57.700834Z,2,normal,,
192.168.7.100,192.168.2.251,53,UDP,674,396,ALLOW,2025-09-27T04:58:14.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,29,0,DROP,2025-09-26T02:07:04.712017Z,66,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,89,0,ALLOW,2025-09-26T02:06:39.712017Z,85,dos_attack,,
192.168.1.140,192.168.1.52,53,TCP,665,327,ALLOW,2025-09-25T02:08:05.700834Z,1,normal,,
192.168.4.58,192.168.3.139,443,TCP,966,494,ALLOW,2025-09-27T08:58:13.700834Z,3,normal,,
18.12.170.59,192.168.2.251,50,TCP,1,32,REJECT,2025-09-24T01:58:16.713227Z,1,port_scan,,
192.168.4.247,192.168.2.25,80,UDP,1927,1469,ALLOW,2025-09-24T17:45:27.700834Z,2,normal,,
192.168.3.81,192.168.9.124,443,TCP,235,464,ALLOW,2025-09-23T16:21:39.700834Z,2,normal,,
192.168.6.24,192.168.9.179,443,UDP,553,484,ALLOW,2025-09-27T03:21:24.700834Z,1,normal,,
192.168.1.159,192.168.2.31,53,TCP,3758,1653,ALLOW,2025-09-23T12:32:14.700834Z,2,normal,,
18.12.170.59,192.168.2.251,510,TCP,41,23,REJECT,2025-09-24T02:08:20.713227Z,1,port_scan,,
192.168.7.196,192.168.4.58,80,UDP,1385,1085,ALLOW,2025-09-22T17:44:40.700834Z,1,normal,,
41.179.109.88,192.168.5.121,443,TCP,40,0,DROP,2025-09-26T02:08:24.712017Z,93,dos_attack,,
192.168.9.35,192.168.5.145,80,TCP,3695,529,ALLOW,2025-09-22T14:44:09.700834Z,2,normal,,
192.168.4.192,192.168.10.252,22,TCP,694,360,ALLOW,2025-09-27T02:43:52.700834Z,2,normal,,
192.168.5.71,192.168.8.252,53,UDP,631,406,ALLOW,2025-09-27T16:27:11.700834Z,4,normal,,
192.168.5.71,192.168.10.252,53,TCP,854,36,ALLOW,2025-09-22T08:37:12.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,18,0,DROP,2025-09-26T02:09:58.712017Z,155,dos_attack,,
192.168.9.179,192.168.4.113,443,TCP,374,305,ALLOW,2025-09-27T23:56:44.700834Z,4,normal,,
192.168.9.165,192.168.8.64,443,UDP,1052,578,ALLOW,2025-09-22T09:49:03.700834Z,2,normal,,
192.168.10.27,192.168.1.176,443,UDP,961,74,ALLOW,2025-09-25T06:52:56.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,140,70,DROP,2025-09-25T02:44:36.716190Z,34,brute_force,,
192.168.7.196,192.168.8.73,80,TCP,2401,169,ALLOW,2025-09-24T17:38:43.700834Z,5,normal,,
192.168.5.138,192.168.1.182,53,TCP,572,560,ALLOW,2025-09-24T09:59:51.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,580,388,ALLOW,2025-09-27T02:37:37.714579Z,3,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Mozilla/5.0 (compatible; sqlmap)
192.168.5.112,192.168.6.214,22,TCP,900,104,ALLOW,2025-09-28T04:00:33.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,415,285,ALLOW,2025-09-27T02:14:43.714579Z,3,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Mozilla/5.0 (compatible; sqlmap)
18.12.170.59,192.168.2.251,380,TCP,0,31,DROP,2025-09-24T01:54:04.713227Z,1,port_scan,,
192.168.8.83,192.168.2.204,80,TCP,2137,1217,ALLOW,2025-09-24T10:06:04.700834Z,1,normal,,
192.168.6.205,192.168.9.25,443,UDP,3192,819,ALLOW,2025-09-26T17:15:22.700834Z,3,normal,,
192.168.5.145,192.168.8.64,443,TCP,213,312,ALLOW,2025-09-24T07:27:51.700834Z,5,normal,,
192.168.4.85,192.168.10.118,443,TCP,149,408,ALLOW,2025-09-27T13:39:38.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,66,0,DROP,2025-09-26T01:57:24.712017Z,50,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,24,0,DROP,2025-09-26T02:01:04.712017Z,112,dos_attack,,
192.168.2.191,192.168.4.26,443,TCP,556,157,ALLOW,2025-09-27T06:59:37.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,52,0,ALLOW,2025-09-26T02:06:24.712017Z,177,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,57,92,ALLOW,2025-09-25T02:34:28.716190Z,33,brute_force,,
192.168.10.118,192.168.9.165,53,UDP,868,335,ALLOW,2025-09-28T02:39:16.700834Z,4,normal,,
192.168.10.162,192.168.9.70,443,TCP,4001,968,ALLOW,2025-09-23T10:57:13.700834Z,4,normal,,
192.168.4.24,192.168.3.148,443,TCP,52,26,ALLOW,2025-09-26T02:08:47.700834Z,5,normal,,
192.168.8.73,192.168.4.52,53,UDP,782,235,ALLOW,2025-09-23T02:12:23.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,101,31,ALLOW,2025-09-25T02:56:31.716190Z,41,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,634,209,ALLOW,2025-09-27T03:02:00.714579Z,7,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Mozilla/5.0 (compatible; sqlmap)
18.12.170.59,192.168.2.251,210,TCP,28,2,REJECT,2025-09-24T02:01:24.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,410,TCP,7,2,ALLOW,2025-09-24T01:58:16.713227Z,1,port_scan,,
192.168.9.224,192.168.2.232,443,TCP,293,279,ALLOW,2025-09-23T19:58:08.700834Z,3,normal,,
192.168.1.159,192.168.9.245,22,TCP,540,434,ALLOW,2025-09-28T12:33:05.700834Z,4,normal,,
192.168.1.38,192.168.10.118,443,UDP,812,437,ALLOW,2025-09-25T18:35:48.700834Z,2,normal,,
192.168.9.125,192.168.4.26,53,TCP,258,117,ALLOW,2025-09-24T19:14:12.700834Z,4,normal,,
192.168.9.43,192.168.10.198,53,TCP,904,454,ALLOW,2025-09-24T23:53:37.700834Z,4,normal,,
192.168.7.188,192.168.1.71,443,UDP,247,46,ALLOW,2025-09-28T01:03:08.700834Z,2,normal,,
192.168.5.71,192.168.10.27,443,TCP,596,132,ALLOW,2025-09-27T19:54:36.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,18,0,DROP,2025-09-26T02:03:14.712017Z,131,dos_attack,,
192.168.8.83,192.168.7.58,53,TCP,697,157,ALLOW,2025-09-23T19:15:41.700834Z,4,normal,,
192.168.5.112,91.54.172.69,22,TCP,384,13068,ALLOW,2025-09-28T02:11:14.715521Z,3,data_exfiltration,,
192.168.10.118,192.168.9.179,80,UDP,1040,1165,ALLOW,2025-09-24T11:28:12.700834Z,3,normal,,
18.12.170.59,192.168.2.251,160,TCP,21,46,ALLOW,2025-09-24T01:54:48.713227Z,1,port_scan,,
41.203.175.109,192.168.5.71,80,HTTP,864,332,DROP,2025-09-27T01:51:57.714579Z,6,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Mozilla/5.0 (compatible; sqlmap)
192.168.2.73,192.168.10.198,22,TCP,204,1430,ALLOW,2025-09-26T12:52:34.700834Z,4,normal,,
192.168.5.112,91.54.172.69,443,TCP,460,5492,ALLOW,2025-09-28T08:51:52.715521Z,1,data_exfiltration,,
192.168.3.27,192.168.8.216,443,UDP,150,141,ALLOW,2025-09-26T00:50:38.700834Z,4,normal,,
192.168.9.52,192.168.9.203,443,TCP,656,301,ALLOW,2025-09-23T04:34:40.700834Z,4,normal,,
192.168.4.85,192.168.9.224,22,UDP,915,107,ALLOW,2025-09-28T05:37:02.700834Z,3,normal,,
192.168.10.162,192.168.3.139,443,TCP,487,227,ALLOW,2025-09-27T15:07:14.700834Z,3,normal,,
192.168.10.198,192.168.1.176,443,TCP,358,446,ALLOW,2025-09-28T02:52:56.700834Z,2,normal,,
192.168.2.73,192.168.6.234,443,TCP,655,203,ALLOW,2025-09-28T18:39:12.700834Z,1,normal,,
192.168.8.218,192.168.6.205,22,TCP,343,278,ALLOW,2025-09-27T19:48:56.700834Z,3,normal,,
18.12.170.59,192.168.2.251,420,TCP,16,1,ALLOW,2025-09-24T02:03:34.713227Z,1,port_scan,,
192.168.8.252,192.168.6.38,80,UDP,3859,614,ALLOW,2025-09-24T12:58:16.700834Z,4,normal,,
192.168.8.138,192.168.10.162,53,UDP,118,307,ALLOW,2025-09-28T20:36:38.700834Z,2,normal,,
192.168.2.227,192.168.3.148,53,TCP,471,405,ALLOW,2025-09-25T19:33:23.700834Z,5,normal,,
192.168.9.203,192.168.2.204,22,TCP,607,375,ALLOW,2025-09-28T23:03:48.700834Z,5,normal,,
192.168.5.225,192.168.7.196,80,TCP,4306,1264,ALLOW,2025-09-23T09:15:18.700834Z,3,normal,,
18.12.170.59,192.168.2.251,100,TCP,17,1,REJECT,2025-09-24T01:51:20.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,94,44,ALLOW,2025-09-25T02:12:53.716190Z,49,brute_force,,
18.12.170.59,192.168.2.251,280,TCP,17,50,ALLOW,2025-09-24T01:55:26.713227Z,1,port_scan,,
192.168.1.33,192.168.10.151,22,TCP,1322,1711,ALLOW,2025-09-22T17:27:57.700834Z,2,normal,,
192.168.6.135,192.168.3.42,443,TCP,636,378,ALLOW,2025-09-25T00:23:45.700834Z,4,normal,,
18.12.170.59,192.168.2.251,310,TCP,30,40,ALLOW,2025-09-24T02:03:01.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,1,0,DROP,2025-09-26T01:53:14.712017Z,98,dos_attack,,
192.168.9.124,192.168.1.38,22,TCP,960,119,ALLOW,2025-09-22T22:35:39.700834Z,5,normal,,
192.168.5.112,91.54.172.69,443,TCP,416,4267,ALLOW,2025-09-28T07:14:28.715521Z,3,data_exfiltration,,
192.168.5.112,91.54.172.69,443,TCP,234,5413,ALLOW,2025-09-28T07:59:37.715521Z,2,data_exfiltration,,
192.168.8.83,192.168.9.50,22,TCP,4806,168,ALLOW,2025-09-22T12:39:19.700834Z,4,normal,,
192.168.2.123,192.168.8.252,22,TCP,54,39,ALLOW,2025-09-27T20:54:14.700834Z,1,normal,,
192.168.5.112,91.54.172.69,443,TCP,490,35374,ALLOW,2025-09-28T04:45:19.715521Z,1,data_exfiltration,,
18.12.170.59,192.168.2.251,590,TCP,12,2,ALLOW,2025-09-24T01:53:55.713227Z,1,port_scan,,
192.168.10.157,192.168.9.165,22,TCP,440,124,ALLOW,2025-09-29T01:00:19.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,199,83,DROP,2025-09-25T02:14:52.716190Z,47,brute_force,,
192.168.6.38,192.168.8.138,22,TCP,313,116,ALLOW,2025-09-28T16:13:27.700834Z,5,normal,,
192.168.8.252,192.168.1.68,22,UDP,89,299,ALLOW,2025-09-22T22:37:58.700834Z,3,normal,,
192.168.8.83,192.168.4.192,443,TCP,4950,1464,ALLOW,2025-09-24T11:37:07.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,161,98,DENY,2025-09-25T02:38:04.716190Z,38,brute_force,,
18.12.170.59,192.168.2.251,70,TCP,43,19,ALLOW,2025-09-24T01:51:14.713227Z,1,port_scan,,
192.168.7.188,192.168.8.218,53,UDP,500,391,ALLOW,2025-09-24T23:09:29.700834Z,5,normal,,
41.203.175.109,192.168.5.71,80,HTTP,453,439,DROP,2025-09-27T02:03:04.714579Z,2,sql_injection,/search.php?q='; DROP TABLE users; --,Python-urllib/3.8
192.168.7.58,192.168.9.25,80,UDP,285,650,ALLOW,2025-09-24T13:20:42.700834Z,4,normal,,
192.168.1.163,192.168.1.254,80,TCP,204,1120,ALLOW,2025-09-25T13:08:01.700834Z,2,normal,,
192.168.8.64,192.168.3.139,53,TCP,378,225,ALLOW,2025-09-28T13:15:25.700834Z,1,normal,,
18.12.170.59,192.168.2.251,440,TCP,15,22,DROP,2025-09-24T02:12:04.713227Z,1,port_scan,,
192.168.2.204,192.168.5.112,443,TCP,616,392,ALLOW,2025-09-28T14:19:16.700834Z,4,normal,,
192.168.1.68,192.168.4.26,443,TCP,979,1951,ALLOW,2025-09-25T16:45:50.700834Z,5,normal,,
192.168.5.121,192.168.1.68,53,TCP,909,375,ALLOW,2025-09-26T06:45:15.700834Z,4,normal,,
192.168.3.27,192.168.9.70,443,TCP,389,204,ALLOW,2025-09-28T18:33:54.700834Z,2,normal,,
192.168.4.58,192.168.4.160,22,TCP,577,259,ALLOW,2025-09-24T00:15:46.700834Z,1,normal,,
18.12.170.59,192.168.2.251,880,TCP,6,46,DROP,2025-09-24T02:15:44.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,174,57,DROP,2025-09-25T02:41:55.716190Z,43,brute_force,,
18.12.170.59,192.168.2.251,840,TCP,36,40,REJECT,2025-09-24T01:55:10.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,740,TCP,9,46,DROP,2025-09-24T01:54:40.713227Z,1,port_scan,,
41.203.175.109,192.168.5.71,80,HTTP,603,290,ALLOW,2025-09-27T02:32:08.714579Z,8,sql_injection,/search.php?q='; DROP TABLE users; --,sqlmap/1.4.12
18.12.170.59,192.168.2.251,840,TCP,24,27,REJECT,2025-09-24T02:15:24.713227Z,1,port_scan,,
192.168.9.206,192.168.8.252,53,TCP,594,65,ALLOW,2025-09-27T23:01:09.700834Z,5,normal,,
192.168.5.112,91.54.172.69,22,TCP,465,83864,ALLOW,2025-09-28T04:35:19.715521Z,2,data_exfiltration,,
192.168.1.140,192.168.9.50,443,TCP,954,170,ALLOW,2025-09-27T18:18:07.700834Z,4,normal,,
192.168.1.176,192.168.4.192,53,UDP,228,193,ALLOW,2025-09-25T06:09:49.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,120,61,DROP,2025-09-25T02:37:00.716190Z,50,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,24,0,DROP,2025-09-26T02:03:26.712017Z,150,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,478,483,ALLOW,2025-09-27T01:58:28.714579Z,7,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Mozilla/5.0 (compatible; sqlmap)
192.168.6.135,192.168.10.73,22,TCP,308,185,ALLOW,2025-09-23T03:30:01.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,89,55,DROP,2025-09-25T02:45:42.716190Z,41,brute_force,,
192.168.8.49,192.168.8.64,22,TCP,935,438,ALLOW,2025-09-23T03:57:08.700834Z,4,normal,,
192.168.4.26,192.168.9.179,22,UDP,848,226,ALLOW,2025-09-24T01:18:39.700834Z,1,normal,,
192.168.6.15,192.168.4.24,53,TCP,612,57,ALLOW,2025-09-27T16:12:15.700834Z,3,normal,,
18.12.170.59,192.168.2.251,260,TCP,42,16,ALLOW,2025-09-24T02:02:46.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,53,0,ALLOW,2025-09-26T01:52:46.712017Z,53,dos_attack,,
192.168.3.42,192.168.6.15,53,UDP,339,71,ALLOW,2025-09-28T10:39:45.700834Z,3,normal,,
192.168.10.198,192.168.9.245,22,UDP,928,283,ALLOW,2025-09-29T00:40:20.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,89,96,DENY,2025-09-25T02:16:16.716190Z,46,brute_force,,
192.168.4.52,192.168.10.252,53,TCP,634,494,ALLOW,2025-09-28T06:46:11.700834Z,1,normal,,
192.168.9.179,192.168.7.100,443,TCP,779,398,ALLOW,2025-09-25T01:33:17.700834Z,3,normal,,
192.168.5.121,192.168.6.38,22,UDP,209,175,ALLOW,2025-09-27T01:54:51.700834Z,3,normal,,
18.12.170.59,192.168.2.251,810,TCP,8,43,DROP,2025-09-24T01:57:39.713227Z,1,port_scan,,
192.168.2.227,192.168.8.64,22,TCP,526,243,ALLOW,2025-09-28T14:36:19.700834Z,3,normal,,
192.168.7.196,192.168.10.27,443,UDP,833,113,ALLOW,2025-09-27T03:09:50.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,24,0,DROP,2025-09-26T01:55:36.712017Z,57,dos_attack,,
192.168.1.71,192.168.2.31,53,UDP,921,282,ALLOW,2025-09-27T02:02:43.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,34,0,DROP,2025-09-26T01:58:18.712017Z,95,dos_attack,,
192.168.6.38,192.168.2.232,22,TCP,103,326,ALLOW,2025-09-25T19:39:25.700834Z,2,normal,,
192.168.7.134,192.168.6.214,80,UDP,3645,1767,ALLOW,2025-09-22T15:59:55.700834Z,5,normal,,
192.168.4.11,192.168.10.27,53,TCP,3465,139,ALLOW,2025-09-26T17:23:58.700834Z,4,normal,,
18.12.170.59,192.168.2.251,200,TCP,6,43,DROP,2025-09-24T01:52:16.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,53,0,DROP,2025-09-26T01:56:20.712017Z,189,dos_attack,,
192.168.6.24,8.8.8.8,443,TCP,909,51,ALLOW,2025-09-25T02:49:56.700834Z,2,normal,,
192.168.10.157,192.168.9.70,53,TCP,572,66,ALLOW,2025-09-27T17:12:18.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,68,98,DROP,2025-09-25T03:14:41.716190Z,43,brute_force,,
18.12.170.59,192.168.2.251,990,TCP,31,45,ALLOW,2025-09-24T01:57:48.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,960,TCP,18,8,ALLOW,2025-09-24T01:57:42.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,80,0,ALLOW,2025-09-26T02:06:10.712017Z,165,dos_attack,,
192.168.2.73,192.168.4.160,53,TCP,432,216,ALLOW,2025-09-26T20:48:04.700834Z,4,normal,,
18.12.170.59,192.168.2.251,870,TCP,8,7,REJECT,2025-09-24T02:06:54.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,135,TCP,23,49,ALLOW,2025-09-24T02:01:16.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,183,59,ALLOW,2025-09-25T02:05:20.716190Z,16,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,177,56,ALLOW,2025-09-25T02:39:22.716190Z,13,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,97,48,ALLOW,2025-09-25T02:58:50.716190Z,30,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,179,28,DROP,2025-09-25T02:47:18.716190Z,21,brute_force,,
192.168.2.123,192.168.2.204,53,UDP,103,493,ALLOW,2025-09-23T08:15:57.700834Z,1,normal,,
192.168.8.73,192.168.4.160,443,TCP,303,492,ALLOW,2025-09-22T08:06:36.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,141,64,DENY,2025-09-25T02:19:14.716190Z,25,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,549,124,DROP,2025-09-27T01:53:07.714579Z,5,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Python-urllib/3.8
137.187.63.42,192.168.2.73,22,SSH,143,53,DENY,2025-09-25T03:01:16.716190Z,33,brute_force,,
41.203.175.109,192.168.5.71,80,HTTP,518,270,ALLOW,2025-09-27T02:30:10.714579Z,2,sql_injection,/login.php?user=admin' or '1'='1,Mozilla/5.0 (compatible; sqlmap)
41.179.109.88,192.168.5.121,443,TCP,6,0,DROP,2025-09-26T01:51:21.712017Z,73,dos_attack,,
18.12.170.59,192.168.2.251,590,TCP,48,41,DROP,2025-09-24T02:08:52.713227Z,1,port_scan,,
192.168.8.83,192.168.4.113,22,TCP,258,317,ALLOW,2025-09-26T00:17:58.700834Z,2,normal,,
18.12.170.59,192.168.2.251,430,TCP,40,1,DROP,2025-09-24T02:03:14.713227Z,1,port_scan,,
192.168.9.245,192.168.7.241,53,TCP,225,148,ALLOW,2025-09-28T14:01:31.700834Z,4,normal,,
